biosample_class	sample	experiment	doc_count
primary cell	CD4-positive, alpha-beta T cell	polyA plus RNA-seq	2
primary cell	CD4-positive, alpha-beta T cell	total RNA-seq	2
primary cell	CD4-positive, alpha-beta T cell	microRNA-seq	1
primary cell	peripheral blood mononuclear cell	Histone ChIP-seq	25
primary cell	peripheral blood mononuclear cell	long read RNA-seq	4
primary cell	peripheral blood mononuclear cell	microRNA-seq	3
primary cell	peripheral blood mononuclear cell	polyA plus RNA-seq	2
primary cell	peripheral blood mononuclear cell	total RNA-seq	1
primary cell	foreskin fibroblast	Histone ChIP-seq	19
primary cell	foreskin fibroblast	DNase-seq	4
primary cell	foreskin fibroblast	RNA microarray	2
primary cell	foreskin fibroblast	TF ChIP-seq	2
primary cell	foreskin fibroblast	microRNA-seq	2
primary cell	foreskin fibroblast	polyA plus RNA-seq	2
primary cell	foreskin fibroblast	DNAme array	1
primary cell	foreskin fibroblast	RRBS	1
primary cell	foreskin fibroblast	genotyping array	1
primary cell	immature natural killer cell	Mint-ChIP-seq	33
primary cell	naive thymus-derived CD8-positive, alpha-beta T cell	Mint-ChIP-seq	33
primary cell	foreskin keratinocyte	Histone ChIP-seq	19
primary cell	foreskin keratinocyte	microRNA-seq	3
primary cell	foreskin keratinocyte	polyA plus RNA-seq	3
primary cell	foreskin keratinocyte	DNase-seq	2
primary cell	foreskin keratinocyte	ATAC-seq	1
primary cell	foreskin keratinocyte	PAS-seq	1
primary cell	foreskin keratinocyte	RAMPAGE	1
primary cell	foreskin keratinocyte	TF ChIP-seq	1
primary cell	foreskin keratinocyte	total RNA-seq	1
primary cell	naive B cell	Mint-ChIP-seq	29
primary cell	naive B cell	DNase-seq	1
primary cell	skeletal muscle myoblast	Histone ChIP-seq	12
primary cell	skeletal muscle myoblast	genotyping array	3
primary cell	skeletal muscle myoblast	DNAme array	2
primary cell	skeletal muscle myoblast	TF ChIP-seq	2
primary cell	skeletal muscle myoblast	polyA plus RNA-seq	2
primary cell	skeletal muscle myoblast	DNase-seq	1
primary cell	skeletal muscle myoblast	RAMPAGE	1
primary cell	skeletal muscle myoblast	RNA microarray	1
primary cell	skeletal muscle myoblast	RRBS	1
primary cell	skeletal muscle myoblast	WGBS	1
primary cell	skeletal muscle myoblast	polyA minus RNA-seq	1
primary cell	skeletal muscle myoblast	total RNA-seq	1
primary cell	fibroblast of lung	Histone ChIP-seq	14
primary cell	fibroblast of lung	TF ChIP-seq	4
primary cell	fibroblast of lung	DNase-seq	3
primary cell	fibroblast of lung	RNA microarray	2
primary cell	fibroblast of lung	polyA plus RNA-seq	2
primary cell	fibroblast of lung	polyA minus RNA-seq	1
primary cell	fibroblast of lung	total RNA-seq	1
primary cell	astrocyte	Histone ChIP-seq	11
primary cell	astrocyte	genotyping array	3
primary cell	astrocyte	DNAme array	2
primary cell	astrocyte	RRBS	2
primary cell	astrocyte	TF ChIP-seq	2
primary cell	astrocyte	DNase-seq	1
primary cell	astrocyte	FAIRE-seq	1
primary cell	astrocyte	RNA microarray	1
primary cell	astrocyte	microRNA-seq	1
primary cell	astrocyte	polyA plus RNA-seq	1
primary cell	astrocyte	total RNA-seq	1
primary cell	foreskin melanocyte	Histone ChIP-seq	17
primary cell	foreskin melanocyte	microRNA-seq	5
primary cell	foreskin melanocyte	DNase-seq	2
primary cell	foreskin melanocyte	polyA plus RNA-seq	2
primary cell	CD4-positive, CD25-positive, alpha-beta regulatory T cell	Mint-ChIP-seq	18
primary cell	CD4-positive, CD25-positive, alpha-beta regulatory T cell	Histone ChIP-seq	6
primary cell	CD4-positive, CD25-positive, alpha-beta regulatory T cell	DNase-seq	1
primary cell	CD8-positive naive resting alpha-beta T cell	Mint-ChIP-seq	15
primary cell	CD8-positive naive resting alpha-beta T cell	DNase-seq	4
primary cell	CD8-positive naive resting alpha-beta T cell	total RNA-seq	2
primary cell	regulatory T cell	Histone ChIP-seq	7
primary cell	regulatory T cell	polyA plus RNA-seq	6
primary cell	regulatory T cell	DNase-seq	4
primary cell	regulatory T cell	Mint-ChIP-seq	2
primary cell	regulatory T cell	ATAC-seq	1
primary cell	IgD-negative memory B cell	Mint-ChIP-seq	19
primary cell	CD4-positive naive resting alpha-beta T cell	Mint-ChIP-seq	13
primary cell	CD4-positive naive resting alpha-beta T cell	DNase-seq	3
primary cell	CD4-positive naive resting alpha-beta T cell	total RNA-seq	2
primary cell	fibroblast of dermis	Histone ChIP-seq	11
primary cell	fibroblast of dermis	TF ChIP-seq	2
primary cell	fibroblast of dermis	CAGE	1
primary cell	fibroblast of dermis	DNase-seq	1
primary cell	fibroblast of dermis	RNA microarray	1
primary cell	fibroblast of dermis	small RNA-seq	1
primary cell	fibroblast of dermis	total RNA-seq	1
primary cell	osteoblast	Histone ChIP-seq	10
primary cell	osteoblast	CAGE	1
primary cell	osteoblast	DNase-seq	1
primary cell	osteoblast	RNA microarray	1
primary cell	osteoblast	RRBS	1
primary cell	osteoblast	TF ChIP-seq	1
primary cell	osteoblast	small RNA-seq	1
primary cell	osteoblast	total RNA-seq	1
primary cell	activated CD8-positive, naive alpha-beta T cell	Mint-ChIP-seq	12
primary cell	activated CD8-positive, naive alpha-beta T cell	total RNA-seq	4
primary cell	fibroblast of breast	Histone ChIP-seq	11
primary cell	fibroblast of breast	microRNA-seq	2
primary cell	fibroblast of breast	polyA plus RNA-seq	2
primary cell	myoepithelial cell of mammary gland	Histone ChIP-seq	12
primary cell	myoepithelial cell of mammary gland	microRNA-seq	2
primary cell	myoepithelial cell of mammary gland	polyA plus RNA-seq	1
primary cell	activated T-cell	Mint-ChIP-seq	7
primary cell	activated T-cell	ATAC-seq	4
primary cell	activated T-cell	total RNA-seq	3
primary cell	bronchial epithelial cell	Histone ChIP-seq	3
primary cell	bronchial epithelial cell	DNAme array	2
primary cell	bronchial epithelial cell	RRBS	2
primary cell	bronchial epithelial cell	genotyping array	2
primary cell	bronchial epithelial cell	DNase-seq	1
primary cell	bronchial epithelial cell	FAIRE-seq	1
primary cell	bronchial epithelial cell	RNA microarray	1
primary cell	bronchial epithelial cell	TF ChIP-seq	1
primary cell	bronchial epithelial cell	total RNA-seq	1
primary cell	erythroblast	Histone ChIP-seq	5
primary cell	erythroblast	TF ChIP-seq	5
primary cell	erythroblast	total RNA-seq	2
primary cell	erythroblast	ATAC-seq	1
primary cell	erythroblast	polyA plus RNA-seq	1
primary cell	neutrophil	Histone ChIP-seq	11
primary cell	neutrophil	ATAC-seq	1
primary cell	neutrophil	TF ChIP-seq	1
primary cell	neutrophil	total RNA-seq	1
primary cell	kidney epithelial cell	Histone ChIP-seq	3
primary cell	kidney epithelial cell	DNAme array	2
primary cell	kidney epithelial cell	genotyping array	2
primary cell	kidney epithelial cell	DNase-seq	1
primary cell	kidney epithelial cell	RAMPAGE	1
primary cell	kidney epithelial cell	RNA microarray	1
primary cell	kidney epithelial cell	RRBS	1
primary cell	kidney epithelial cell	TF ChIP-seq	1
primary cell	kidney epithelial cell	total RNA-seq	1
primary cell	megakaryocyte	Histone ChIP-seq	5
primary cell	megakaryocyte	TF ChIP-seq	3
primary cell	megakaryocyte	total RNA-seq	2
primary cell	megakaryocyte	ATAC-seq	1
primary cell	megakaryocyte	polyA plus RNA-seq	1
primary cell	cardiac fibroblast	DNase-seq	3
primary cell	cardiac fibroblast	Histone ChIP-seq	2
primary cell	cardiac fibroblast	RNA microarray	2
primary cell	cardiac fibroblast	DNAme array	1
primary cell	cardiac fibroblast	RRBS	1
primary cell	cardiac fibroblast	TF ChIP-seq	1
primary cell	cardiac fibroblast	genotyping array	1
primary cell	effector memory CD4-positive, alpha-beta T cell	Histone ChIP-seq	6
primary cell	effector memory CD4-positive, alpha-beta T cell	DNase-seq	3
primary cell	effector memory CD4-positive, alpha-beta T cell	polyA plus RNA-seq	2
primary cell	epithelial cell of proximal tubule	DNAme array	2
primary cell	epithelial cell of proximal tubule	genotyping array	2
primary cell	epithelial cell of proximal tubule	DNase-seq	1
primary cell	epithelial cell of proximal tubule	Histone ChIP-seq	1
primary cell	epithelial cell of proximal tubule	RAMPAGE	1
primary cell	epithelial cell of proximal tubule	RNA microarray	1
primary cell	epithelial cell of proximal tubule	RRBS	1
primary cell	epithelial cell of proximal tubule	TF ChIP-seq	1
primary cell	epithelial cell of proximal tubule	total RNA-seq	1
primary cell	natural killer cell	Histone ChIP-seq	6
primary cell	natural killer cell	DNase-seq	3
primary cell	natural killer cell	WGBS	1
primary cell	natural killer cell	polyA plus RNA-seq	1
primary cell	activated CD4 positive, naive alpha-beta T cell	Mint-ChIP-seq	6
primary cell	activated CD4 positive, naive alpha-beta T cell	total RNA-seq	4
primary cell	inflammation-experienced regulatory T-cells	polyA plus RNA-seq	6
primary cell	inflammation-experienced regulatory T-cells	Histone ChIP-seq	3
primary cell	inflammation-experienced regulatory T-cells	ATAC-seq	1
primary cell	skeletal muscle satellite cell	Histone ChIP-seq	7
primary cell	skeletal muscle satellite cell	CAGE	1
primary cell	skeletal muscle satellite cell	small RNA-seq	1
primary cell	skeletal muscle satellite cell	total RNA-seq	1
primary cell	activated regulatory T-cells	polyA plus RNA-seq	5
primary cell	activated regulatory T-cells	Histone ChIP-seq	3
primary cell	activated regulatory T-cells	ATAC-seq	1
primary cell	brain microvascular endothelial cell	Histone ChIP-seq	4
primary cell	brain microvascular endothelial cell	DNase-seq	2
primary cell	brain microvascular endothelial cell	Hi-C	1
primary cell	brain microvascular endothelial cell	RNA microarray	1
primary cell	brain microvascular endothelial cell	TF ChIP-seq	1
primary cell	cardiac muscle cell	DNAme array	2
primary cell	cardiac muscle cell	genotyping array	2
primary cell	cardiac muscle cell	DNase-seq	1
primary cell	cardiac muscle cell	Histone ChIP-seq	1
primary cell	cardiac muscle cell	RNA microarray	1
primary cell	cardiac muscle cell	RRBS	1
primary cell	cardiac muscle cell	TF ChIP-seq	1
primary cell	choroid plexus epithelial cell	DNAme array	2
primary cell	choroid plexus epithelial cell	genotyping array	2
primary cell	choroid plexus epithelial cell	DNase-seq	1
primary cell	choroid plexus epithelial cell	Histone ChIP-seq	1
primary cell	choroid plexus epithelial cell	RNA microarray	1
primary cell	choroid plexus epithelial cell	RRBS	1
primary cell	choroid plexus epithelial cell	TF ChIP-seq	1
primary cell	dermis blood vessel endothelial cell	DNase-seq	4
primary cell	dermis blood vessel endothelial cell	RNA microarray	4
primary cell	dermis blood vessel endothelial cell	total RNA-seq	1
primary cell	retinal pigment epithelial cell	DNAme array	2
primary cell	retinal pigment epithelial cell	genotyping array	2
primary cell	retinal pigment epithelial cell	DNase-seq	1
primary cell	retinal pigment epithelial cell	Histone ChIP-seq	1
primary cell	retinal pigment epithelial cell	RNA microarray	1
primary cell	retinal pigment epithelial cell	RRBS	1
primary cell	retinal pigment epithelial cell	TF ChIP-seq	1
primary cell	T-helper 1 cell	DNase-seq	7
primary cell	T-helper 1 cell	RNA microarray	1
primary cell	renal cortical epithelial cell	DNAme array	2
primary cell	renal cortical epithelial cell	genotyping array	2
primary cell	renal cortical epithelial cell	DNase-seq	1
primary cell	renal cortical epithelial cell	RNA microarray	1
primary cell	renal cortical epithelial cell	RRBS	1
primary cell	renal cortical epithelial cell	total RNA-seq	1
primary cell	T-helper 2 cell	DNase-seq	7
primary cell	embryonic fibroblast	Histone ChIP-seq	3
primary cell	embryonic fibroblast	TF ChIP-seq	2
primary cell	embryonic fibroblast	Repli-chip	1
primary cell	embryonic fibroblast	polyA plus RNA-seq	1
primary cell	epithelial cell of alveolus of lung	DNAme array	2
primary cell	epithelial cell of alveolus of lung	genotyping array	2
primary cell	epithelial cell of alveolus of lung	RAMPAGE	1
primary cell	epithelial cell of alveolus of lung	RRBS	1
primary cell	epithelial cell of alveolus of lung	total RNA-seq	1
primary cell	epithelial cell of esophagus	DNAme array	1
primary cell	epithelial cell of esophagus	DNase-seq	1
primary cell	epithelial cell of esophagus	Histone ChIP-seq	1
primary cell	epithelial cell of esophagus	RNA microarray	1
primary cell	epithelial cell of esophagus	RRBS	1
primary cell	epithelial cell of esophagus	TF ChIP-seq	1
primary cell	epithelial cell of esophagus	genotyping array	1
primary cell	epithelial cell of prostate	DNAme array	1
primary cell	epithelial cell of prostate	DNase-seq	1
primary cell	epithelial cell of prostate	Histone ChIP-seq	1
primary cell	epithelial cell of prostate	RNA microarray	1
primary cell	epithelial cell of prostate	RRBS	1
primary cell	epithelial cell of prostate	TF ChIP-seq	1
primary cell	epithelial cell of prostate	genotyping array	1
primary cell	fibroblast of the aortic adventitia	CAGE	1
primary cell	fibroblast of the aortic adventitia	DNase-seq	1
primary cell	fibroblast of the aortic adventitia	Histone ChIP-seq	1
primary cell	fibroblast of the aortic adventitia	RNA microarray	1
primary cell	fibroblast of the aortic adventitia	TF ChIP-seq	1
primary cell	fibroblast of the aortic adventitia	small RNA-seq	1
primary cell	fibroblast of the aortic adventitia	total RNA-seq	1
primary cell	fibroblast of villous mesenchyme	CAGE	1
primary cell	fibroblast of villous mesenchyme	DNase-seq	1
primary cell	fibroblast of villous mesenchyme	Histone ChIP-seq	1
primary cell	fibroblast of villous mesenchyme	RNA microarray	1
primary cell	fibroblast of villous mesenchyme	TF ChIP-seq	1
primary cell	fibroblast of villous mesenchyme	small RNA-seq	1
primary cell	fibroblast of villous mesenchyme	total RNA-seq	1
primary cell	iris pigment epithelial cell	DNAme array	2
primary cell	iris pigment epithelial cell	genotyping array	2
primary cell	iris pigment epithelial cell	DNase-seq	1
primary cell	iris pigment epithelial cell	RNA microarray	1
primary cell	iris pigment epithelial cell	RRBS	1
primary cell	luminal epithelial cell of mammary gland	Histone ChIP-seq	4
primary cell	luminal epithelial cell of mammary gland	microRNA-seq	2
primary cell	luminal epithelial cell of mammary gland	polyA plus RNA-seq	1
primary cell	mononuclear cell	Histone ChIP-seq	4
primary cell	mononuclear cell	DNAme array	1
primary cell	mononuclear cell	RRBS	1
primary cell	mononuclear cell	total RNA-seq	1
primary cell	non-pigmented ciliary epithelial cell	DNAme array	2
primary cell	non-pigmented ciliary epithelial cell	genotyping array	2
primary cell	non-pigmented ciliary epithelial cell	DNase-seq	1
primary cell	non-pigmented ciliary epithelial cell	RNA microarray	1
primary cell	non-pigmented ciliary epithelial cell	RRBS	1
primary cell	amniotic epithelial cell	DNAme array	2
primary cell	amniotic epithelial cell	DNase-seq	1
primary cell	amniotic epithelial cell	RNA microarray	1
primary cell	amniotic epithelial cell	RRBS	1
primary cell	amniotic epithelial cell	genotyping array	1
primary cell	bone marrow macrophage	Histone ChIP-seq	3
primary cell	bone marrow macrophage	TF ChIP-seq	2
primary cell	bone marrow macrophage	polyA plus RNA-seq	1
primary cell	melanocyte of skin	CAGE	2
primary cell	melanocyte of skin	small RNA-seq	2
primary cell	melanocyte of skin	total RNA-seq	2
primary cell	mesenchymal stem cell	Histone ChIP-seq	6
primary cell	skeletal muscle cell	DNAme array	1
primary cell	skeletal muscle cell	DNase-seq	1
primary cell	skeletal muscle cell	Histone ChIP-seq	1
primary cell	skeletal muscle cell	RNA microarray	1
primary cell	skeletal muscle cell	RRBS	1
primary cell	skeletal muscle cell	genotyping array	1
primary cell	T-helper 17 cell	DNase-seq	4
primary cell	T-helper 17 cell	Histone ChIP-seq	1
primary cell	astrocyte of the cerebellum	DNase-seq	1
primary cell	astrocyte of the cerebellum	Hi-C	1
primary cell	astrocyte of the cerebellum	Histone ChIP-seq	1
primary cell	astrocyte of the cerebellum	RNA microarray	1
primary cell	astrocyte of the cerebellum	TF ChIP-seq	1
primary cell	astrocyte of the spinal cord	DNase-seq	1
primary cell	astrocyte of the spinal cord	Hi-C	1
primary cell	astrocyte of the spinal cord	Histone ChIP-seq	1
primary cell	astrocyte of the spinal cord	RNA microarray	1
primary cell	astrocyte of the spinal cord	TF ChIP-seq	1
primary cell	dermis microvascular lymphatic vessel endothelial cell	DNase-seq	2
primary cell	dermis microvascular lymphatic vessel endothelial cell	RNA microarray	2
primary cell	dermis microvascular lymphatic vessel endothelial cell	total RNA-seq	1
primary cell	lung microvascular endothelial cell	DNase-seq	2
primary cell	lung microvascular endothelial cell	RNA microarray	2
primary cell	lung microvascular endothelial cell	total RNA-seq	1
primary cell	myoblast	Repli-chip	3
primary cell	myoblast	RNA microarray	1
primary cell	myoblast	RRBS	1
primary cell	trophoblast cell	DNase-seq	4
primary cell	trophoblast cell	microRNA-seq	1
primary cell	activated CD4-positive, alpha-beta memory T cell	total RNA-seq	4
primary cell	activated CD8-positive, alpha-beta memory T cell	total RNA-seq	4
primary cell	aortic smooth muscle cell	DNAme array	1
primary cell	aortic smooth muscle cell	RRBS	1
primary cell	aortic smooth muscle cell	genotyping array	1
primary cell	aortic smooth muscle cell	total RNA-seq	1
primary cell	fibroblast of mammary gland	DNase-seq	1
primary cell	fibroblast of mammary gland	Histone ChIP-seq	1
primary cell	fibroblast of mammary gland	RNA microarray	1
primary cell	fibroblast of mammary gland	TF ChIP-seq	1
primary cell	fibroblast of pulmonary artery	DNase-seq	1
primary cell	fibroblast of pulmonary artery	Histone ChIP-seq	1
primary cell	fibroblast of pulmonary artery	RNA microarray	1
primary cell	fibroblast of pulmonary artery	TF ChIP-seq	1
primary cell	fibroblast of skin of abdomen	DNase-seq	2
primary cell	fibroblast of skin of abdomen	polyA plus RNA-seq	2
primary cell	fibroblast of skin of scalp	DNase-seq	2
primary cell	fibroblast of skin of scalp	polyA plus RNA-seq	2
primary cell	glomerular endothelial cell	DNase-seq	1
primary cell	glomerular endothelial cell	RAMPAGE	1
primary cell	glomerular endothelial cell	RNA microarray	1
primary cell	glomerular endothelial cell	total RNA-seq	1
primary cell	hematopoietic stem cell	ATAC-seq	2
primary cell	hematopoietic stem cell	total RNA-seq	2
primary cell	hepatocyte	DNAme array	1
primary cell	hepatocyte	DNase-seq	1
primary cell	hepatocyte	RNA microarray	1
primary cell	hepatocyte	RRBS	1
primary cell	mammary stem cell	microRNA-seq	2
primary cell	mammary stem cell	Histone ChIP-seq	1
primary cell	mammary stem cell	polyA plus RNA-seq	1
primary cell	megakaryocyte-erythroid progenitor cell	total RNA-seq	2
primary cell	megakaryocyte-erythroid progenitor cell	ATAC-seq	1
primary cell	megakaryocyte-erythroid progenitor cell	polyA plus RNA-seq	1
primary cell	pulmonary artery endothelial cell	ChIA-PET	1
primary cell	pulmonary artery endothelial cell	DNase-seq	1
primary cell	pulmonary artery endothelial cell	RNA microarray	1
primary cell	pulmonary artery endothelial cell	total RNA-seq	1
primary cell	splenic B cell	Histone ChIP-seq	2
primary cell	splenic B cell	DNase-seq	1
primary cell	splenic B cell	polyA plus RNA-seq	1
primary cell	articular chondrocyte of knee joint	CAGE	1
primary cell	articular chondrocyte of knee joint	small RNA-seq	1
primary cell	articular chondrocyte of knee joint	total RNA-seq	1
primary cell	brain pericyte	DNase-seq	1
primary cell	brain pericyte	Hi-C	1
primary cell	brain pericyte	RNA microarray	1
primary cell	common myeloid progenitor	total RNA-seq	2
primary cell	common myeloid progenitor	ATAC-seq	1
primary cell	endometrial microvascular endothelial cells	Hi-C	1
primary cell	endometrial microvascular endothelial cells	RAMPAGE	1
primary cell	endometrial microvascular endothelial cells	total RNA-seq	1
primary cell	epidermal melanocyte	DNase-seq	1
primary cell	epidermal melanocyte	RRBS	1
primary cell	epidermal melanocyte	genotyping array	1
primary cell	erythroid progenitor cell	total RNA-seq	2
primary cell	erythroid progenitor cell	ATAC-seq	1
primary cell	fibroblast of skin of back	polyA plus RNA-seq	2
primary cell	fibroblast of skin of back	DNase-seq	1
primary cell	granulocyte monocyte progenitor cell	total RNA-seq	2
primary cell	granulocyte monocyte progenitor cell	ATAC-seq	1
primary cell	hair follicle dermal papilla cell	CAGE	1
primary cell	hair follicle dermal papilla cell	small RNA-seq	1
primary cell	hair follicle dermal papilla cell	total RNA-seq	1
primary cell	megakaryocyte progenitor cell	total RNA-seq	2
primary cell	megakaryocyte progenitor cell	ATAC-seq	1
primary cell	mesenchymal stem cell of Wharton's jelly	CAGE	1
primary cell	mesenchymal stem cell of Wharton's jelly	small RNA-seq	1
primary cell	mesenchymal stem cell of Wharton's jelly	total RNA-seq	1
primary cell	mesenchymal stem cell of adipose	CAGE	1
primary cell	mesenchymal stem cell of adipose	small RNA-seq	1
primary cell	mesenchymal stem cell of adipose	total RNA-seq	1
primary cell	mesenchymal stem cell of the bone marrow	CAGE	1
primary cell	mesenchymal stem cell of the bone marrow	small RNA-seq	1
primary cell	mesenchymal stem cell of the bone marrow	total RNA-seq	1
primary cell	placental epithelial cell	CAGE	1
primary cell	placental epithelial cell	small RNA-seq	1
primary cell	placental epithelial cell	total RNA-seq	1
primary cell	placental pericyte	CAGE	1
primary cell	placental pericyte	small RNA-seq	1
primary cell	placental pericyte	total RNA-seq	1
primary cell	subcutaneous preadipocyte	CAGE	1
primary cell	subcutaneous preadipocyte	small RNA-seq	1
primary cell	subcutaneous preadipocyte	total RNA-seq	1
primary cell	thoracic aorta endothelial cell	CAGE	1
primary cell	thoracic aorta endothelial cell	small RNA-seq	1
primary cell	thoracic aorta endothelial cell	total RNA-seq	1
primary cell	vein endothelial cell	CAGE	1
primary cell	vein endothelial cell	small RNA-seq	1
primary cell	vein endothelial cell	total RNA-seq	1
primary cell	Purkinje cell	polyA plus RNA-seq	1
primary cell	Purkinje cell	scRNA-seq	1
primary cell	airway epithelial cell	RAMPAGE	1
primary cell	airway epithelial cell	total RNA-seq	1
primary cell	astrocyte of the hippocampus	DNase-seq	1
primary cell	astrocyte of the hippocampus	RNA microarray	1
primary cell	bronchus fibroblast of lung	RAMPAGE	1
primary cell	bronchus fibroblast of lung	total RNA-seq	1
primary cell	cardiac atrium fibroblast	RAMPAGE	1
primary cell	cardiac atrium fibroblast	total RNA-seq	1
primary cell	cardiac ventricle fibroblast	RAMPAGE	1
primary cell	cardiac ventricle fibroblast	total RNA-seq	1
primary cell	central memory CD4-positive, alpha-beta T cell	DNase-seq	2
primary cell	effector CD4-positive, alpha-beta T cell	DNase-seq	2
primary cell	fibroblast of gingiva	DNase-seq	1
primary cell	fibroblast of gingiva	RNA microarray	1
primary cell	fibroblast of peridontal ligament	DNase-seq	1
primary cell	fibroblast of peridontal ligament	RNA microarray	1
primary cell	fibroblast of skin of left biceps	DNase-seq	2
primary cell	fibroblast of skin of left quadriceps	DNase-seq	2
primary cell	fibroblast of the conjunctiva	DNase-seq	1
primary cell	fibroblast of the conjunctiva	RNA microarray	1
primary cell	fibroblast of upper back skin	DNase-seq	2
primary cell	hair follicular keratinocyte	RAMPAGE	1
primary cell	hair follicular keratinocyte	total RNA-seq	1
primary cell	hepatic stellate cell	DNase-seq	1
primary cell	hepatic stellate cell	RNA microarray	1
primary cell	mammary microvascular endothelial cell	RAMPAGE	1
primary cell	mammary microvascular endothelial cell	total RNA-seq	1
primary cell	mesangial cell	RAMPAGE	1
primary cell	mesangial cell	total RNA-seq	1
primary cell	monocyte	ATAC-seq	1
primary cell	monocyte	total RNA-seq	1
primary cell	myometrial cell	RAMPAGE	1
primary cell	myometrial cell	total RNA-seq	1
primary cell	pericardium fibroblast	RAMPAGE	1
primary cell	pericardium fibroblast	total RNA-seq	1
primary cell	smooth muscle cell of the brain vasculature	DNase-seq	1
primary cell	smooth muscle cell of the brain vasculature	RNA microarray	1
primary cell	stem cell of epidermis	Repli-chip	2
primary cell	suppressor macrophage	DNase-seq	2
primary cell	CD14-negative NK cell	ATAC-seq	1
primary cell	CD1c-positive myeloid dendritic cell	DNase-seq	1
primary cell	CD4-positive helper T cell	DNase-seq	1
primary cell	Muller cell	DNase-seq	1
primary cell	T follicular helper cell	DNase-seq	1
primary cell	T-helper 22 cell	DNase-seq	1
primary cell	T-helper 9 cell	DNase-seq	1
primary cell	activated CD4-positive, alpha-beta T cell	DNase-seq	1
primary cell	amniotic stem cell	DNase-seq	1
primary cell	bladder microvascular endothelial cell	total RNA-seq	1
primary cell	bronchial smooth muscle cell	total RNA-seq	1
primary cell	c-Kit-negative CD71-positive TER-119-positive erythroid progenitor cells	DNase-seq	1
primary cell	c-Kit-positive CD71-negative TER-119-negative erythroid progenitor cells	DNase-seq	1
primary cell	c-Kit-positive CD71-positive TER-119-negative erythroid progenitor cells	DNase-seq	1
primary cell	c-Kit-positive CD71-positive TER-119-positive erythroid progenitor cells	DNase-seq	1
primary cell	cerebellar granule cell	scRNA-seq	1
primary cell	dedifferentiated amniotic fluid mesenchymal stem cell	DNase-seq	1
primary cell	dermis lymphatic vessel endothelial cell	total RNA-seq	1
primary cell	endothelial cell of coronary artery	total RNA-seq	1
primary cell	endothelial cell of hepatic sinusoid	Hi-C	1
primary cell	epithelial cell of umbilical artery	total RNA-seq	1
primary cell	fibroblast	ChIA-PET	1
primary cell	fibroblast of skin of right biceps	DNase-seq	1
primary cell	fibroblast of skin of right quadriceps	DNase-seq	1
primary cell	glomerular visceral epithelial cell	DNase-seq	1
primary cell	induced T-regulatory cell	DNase-seq	1
primary cell	inflammatory macrophage	DNase-seq	1
primary cell	kidney capillary endothelial cell	DNase-seq	1
primary cell	kidney glomerular epithelial cell	DNase-seq	1
primary cell	kidney tubule cell	DNase-seq	1
primary cell	leukemia stem cell	polyA plus RNA-seq	1
primary cell	mature B cell	Hi-C	1
primary cell	nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa	total RNA-seq	1
primary cell	regular cardiac myocyte	total RNA-seq	1
primary cell	smooth muscle cell of bladder	total RNA-seq	1
primary cell	smooth muscle cell of the coronary artery	total RNA-seq	1
primary cell	smooth muscle cell of the pulmonary artery	total RNA-seq	1
primary cell	smooth muscle cell of the umbilical artery	total RNA-seq	1
primary cell	smooth muscle cell of trachea	total RNA-seq	1
primary cell	stromal cell of bone marrow	DNase-seq	1
primary cell	tracheal epithelial cell	total RNA-seq	1
primary cell	uterine smooth muscle cell	total RNA-seq	1
whole organisms	whole organism	TF ChIP-seq	996
whole organisms	whole organism	total RNA-seq	64
whole organisms	whole organism	polyA plus RNA-seq	33
whole organisms	whole organism	CAGE	15
whole organisms	whole organism	PAS-seq	15
whole organisms	whole organism	WGS	3
whole organisms	whole organism	5' RLM RACE	2
whole organisms	whole organism	Circulome-seq	1
whole organisms	carcass	polyA plus RNA-seq	8
whole organisms	carcass	CAGE	4
whole organisms	carcass	total RNA-seq	4
whole organisms	carcass	PAS-seq	1
in vitro differentiated cells	neuronal stem cell	Histone ChIP-seq	27
in vitro differentiated cells	neuronal stem cell	WGBS	2
in vitro differentiated cells	neuronal stem cell	polyA plus RNA-seq	2
in vitro differentiated cells	neuronal stem cell	DNase-seq	1
in vitro differentiated cells	neuronal stem cell	Repli-chip	1
in vitro differentiated cells	neuronal stem cell	small RNA-seq	1
in vitro differentiated cells	mesenchymal stem cell	Histone ChIP-seq	27
in vitro differentiated cells	mesenchymal stem cell	polyA plus RNA-seq	2
in vitro differentiated cells	mesenchymal stem cell	DNase-seq	1
in vitro differentiated cells	mesenchymal stem cell	Repli-chip	1
in vitro differentiated cells	mesenchymal stem cell	WGBS	1
in vitro differentiated cells	mesenchymal stem cell	small RNA-seq	1
in vitro differentiated cells	endodermal cell	Mint-ChIP-seq	11
in vitro differentiated cells	endodermal cell	Histone ChIP-seq	8
in vitro differentiated cells	endodermal cell	Repli-chip	2
in vitro differentiated cells	endodermal cell	WGBS	2
in vitro differentiated cells	endodermal cell	microRNA-seq	2
in vitro differentiated cells	endodermal cell	polyA plus RNA-seq	2
in vitro differentiated cells	endodermal cell	total RNA-seq	2
in vitro differentiated cells	endodermal cell	DNase-seq	1
in vitro differentiated cells	endodermal cell	TF ChIP-seq	1
in vitro differentiated cells	endodermal cell	long read RNA-seq	1
in vitro differentiated cells	neural progenitor cell	Histone ChIP-seq	12
in vitro differentiated cells	neural progenitor cell	Mint-ChIP-seq	5
